Closeness centrality avg. value,0.15215354743005385
Degree centrality max. value,0.5555555555555556
Degree centrality avg. value,0.19298245614035087
file,data/smv-dist/counter.gv
Number of edges,25
Number of nodes,15
Average clustering,0.0
Betweenness centrality max. value,0.10714285714285715
Betweenness centrality avg. value,0.04908424908424908
Closeness centrality max. value,0.6035714285714286
Closeness centrality avg. value,0.17527347393807022
Degree centrality max. value,0.5
Degree centrality avg. value,0.23809523809523808
file,data/smv-dist/dme1-16.gv
Number of edges,156727
Number of nodes,78366
Average clustering,0.0442819135643545
Betweenness centrality max. value,0.006282217318802209
Betweenness centrality avg. value,0.00015921661315417422
Closeness centrality max. value,0.5836703685619645
Closeness centrality avg. value,0.0007034241177620237
Degree centrality max. value,0.4679384929496586
Degree centrality avg. value,5.104156694502992e-05
file,data/smv-dist/dme1.gv
Number of edges,23355
Number of nodes,11680
Average clustering,0.044005326217382394
Betweenness centrality max. value,0.014945773717350175
Betweenness centrality avg. value,0.0003793435463777938
Closeness centrality max. value,0.5784988895528248
Closeness centrality avg. value,0.004391480244251154
Degree centrality max. value,0.4620258583782858
Degree centrality avg. value,0.000342421768611714
file,data/smv-dist/dme2-16.gv
Number of edges,48431
Number of nodes,24218
Average clustering,0.03567019287711622
Betweenness centrality max. value,0.005909759090611125
Betweenness centrality avg. value,0.00026122602624496414
Closeness centrality max. value,0.6414059820754193
Closeness centrality avg. value,0.00033069707033773604
Degree centrality max. value,0.5538258248337944
Degree centrality avg. value,0.00016515617475271633
file,data/smv-dist/dme2.gv
Number of edges,10047
Number of nodes,5026
Average clustering,0.04645394285734179
Betweenness centrality max. value,0.0034382056005232186
Betweenness centrality avg. value,0.00026598546259580053
Closeness centrality max. value,0.597549393172136
Closeness centrality avg. value,0.0025541364461400466
Degree centrality max. value,0.49671641791044774
Degree centrality avg. value,0.0007956239494925491
file,data/smv-dist/gigamax.gv
Number of edges,2489
Number of nodes,1247
Average clustering,0.023752446278852164
Betweenness centrality max. value,0.0076849008935583815
Betweenness centrality avg. value,0.00048666077564023437
Closeness centrality max. value,0.6263850969628492
Closeness centrality avg. value,0.006894744517675045
Degree centrality max. value,0.5248796147672552
Degree centrality avg. value,0.003203836881066691
file,data/smv-dist/mutex.gv
Number of edges,59
Number of nodes,32
Average clustering,0.10619517543859651
Betweenness centrality max. value,0.03422939068100358
Betweenness centrality avg. value,0.01683467741935484
Closeness centrality max. value,0.6751687921980496
Closeness centrality avg. value,0.09583802100168803
Degree centrality max. value,0.6451612903225806
Degree centrality avg. value,0.11895161290322574
file,data/smv-dist/mutex1.gv
Number of edges,109
Number of nodes,57
Average clustering,0.0507464898806155
Betweenness centrality max. value,0.03162337662337662
Betweenness centrality avg. value,0.008623832308042832
Closeness centrality max. value,0.6355042016806722
Closeness centrality avg. value,0.0646352526155922
Degree centrality max. value,0.5535714285714285
Degree centrality avg. value,0.06829573934837088
file,data/smv-dist/pci3p.gv
Number of edges,9121
Number of nodes,4563
Average clustering,0.08901441697421862
Betweenness centrality max. value,0.09689362542838416
Betweenness centrality avg. value,0.0008122903644473757
Closeness centrality max. value,0.7283181950490504
Closeness centrality avg. value,0.004387225447860832
Degree centrality max. value,0.6562911003945638
Degree centrality avg. value,0.0008763280270378972
file,data/smv-dist/pci4p.gv
Number of edges,82491
Number of nodes,41248
Average clustering,0.10771630997258241
Betweenness centrality max. value,0.019814305158972235
Betweenness centrality avg. value,3.375343762594155e-05
Closeness centrality max. value,0.7549604631762371
Closeness centrality avg. value,0.0006882114714147201
Degree centrality max. value,0.7095303900889762
Degree centrality avg. value,9.697087216057571e-05
file,data/smv-dist/periodic.gv
Number of edges,1281
Number of nodes,643
Average clustering,0.07190605236579778
Betweenness centrality max. value,0.03849531153773618
Betweenness centrality avg. value,0.004879111168574586
Closeness centrality max. value,0.72072247481126
Closeness centrality avg. value,0.011439022362437505
Degree centrality max. value,0.6277258566978193
Degree centrality avg. value,0.006206305140913572
file,data/smv-dist/ring.gv
Number of edges,61
Number of nodes,33
Average clustering,0.06765696177460884
Betweenness centrality max. value,0.03494623655913978
Betweenness centrality avg. value,0.01389907135874878
Closeness centrality max. value,0.5775240384615384
Closeness centrality avg. value,0.0895179020623565
Degree centrality max. value,0.5625
Degree centrality avg. value,0.11553030303030302
file,data/smv-dist/robot.gv
Number of edges,3137
Number of nodes,1571
Average clustering,0.06601726365626809
Betweenness centrality max. value,0.02900842279147255
Betweenness centrality avg. value,0.0022387367079184425
Closeness centrality max. value,0.6892310492055715
Closeness centrality avg. value,0.007471532813642111
Degree centrality max. value,0.6089171974522293
Degree centrality avg. value,0.0025437163233284644
file,data/smv-dist/semaphore.gv
Number of edges,135
Number of nodes,70
Average clustering,0.07445163431226146
Betweenness centrality max. value,0.030264279624893437
Betweenness centrality avg. value,0.007222019242479603
Closeness centrality max. value,0.6382332643202209
Closeness centrality avg. value,0.049107491904585916
Degree centrality max. value,0.6086956521739131
Degree centrality avg. value,0.055900621118012445
file,data/smv-dist/short.gv
Number of edges,7
Number of nodes,6
Average clustering,0.16666666666666666
Betweenness centrality max. value,0.2
Betweenness centrality avg. value,0.09166666666666667
Closeness centrality max. value,0.6400000000000001
Closeness centrality avg. value,0.2877777777777778
Degree centrality max. value,0.6000000000000001
Degree centrality avg. value,0.46666666666666673
file,data/smv-dist/syncarb10.gv
Number of edges,605
Number of nodes,305
Average clustering,0.030604045672061025
Betweenness centrality max. value,0.04168476058132129
Betweenness centrality avg. value,0.010807085885465155
Closeness centrality max. value,0.6832653608001905
Closeness centrality avg. value,0.022225366324232977
Degree centrality max. value,0.6217105263157895
Degree centrality avg. value,0.013050043140638415
file,data/smv-dist/syncarb5.gv
Number of edges,285
Number of nodes,145
Average clustering,0.04139868268113136
Betweenness centrality max. value,0.03986985236985236
Betweenness centrality avg. value,0.011308710446641475
Closeness centrality max. value,0.6698440775681342
Closeness centrality avg. value,0.039382813537460135
Degree centrality max. value,0.6180555555555555
Degree centrality avg. value,0.027298850574712687
